Date,Open,High,Low,Close,Adj Close,Volume
2019-07-08,2149.000000,2188.800049,2132.100098,2175.399902,1948.546265,2788062
2019-07-09,2174.000000,2174.399902,2104.550049,2133.350098,1910.881226,3977224
2019-07-10,2080.000000,2127.850098,2071.300049,2108.199951,1888.354004,6343581
2019-07-11,2128.000000,2129.000000,2086.050049,2102.550049,1883.293457,2400346
2019-07-12,2102.100098,2119.750000,2093.100098,2107.600098,1887.816162,1560725
2019-07-15,2125.000000,2153.600098,2098.000000,2145.699951,1921.943359,2900415
2019-07-16,2126.000000,2132.500000,2100.000000,2106.000000,1890.789307,2735399
2019-07-17,2108.000000,2125.000000,2092.100098,2117.250000,1900.889648,1802969
2019-07-18,2116.199951,2116.199951,2060.000000,2065.949951,1854.832031,3072096
2019-07-19,2077.000000,2097.000000,2062.500000,2076.949951,1864.707886,1953177
2019-07-22,2077.000000,2117.449951,2068.800049,2109.899902,1894.290894,1920167
2019-07-23,2127.899902,2130.000000,2102.399902,2112.449951,1896.579956,3538588
2019-07-24,2110.000000,2120.800049,2076.500000,2096.800049,1882.529785,2413196
2019-07-25,2108.899902,2135.000000,2092.550049,2127.899902,1910.451050,2544464
2019-07-26,2129.800049,2129.800049,2095.000000,2109.050049,1893.527466,1720592
2019-07-29,2110.800049,2142.000000,2103.300049,2130.000000,1912.336914,1647090
2019-07-30,2130.000000,2185.000000,2120.449951,2179.149902,1956.464355,2851672
2019-07-31,2171.750000,2211.699951,2147.149902,2205.699951,1980.301147,3000677
2019-08-01,2200.000000,2217.500000,2166.250000,2180.050049,1957.272339,2375236
2019-08-02,2173.000000,2210.000000,2165.500000,2205.300049,1979.942261,2500816
2019-08-05,2199.899902,2252.250000,2195.600098,2248.600098,2018.817749,3039682
2019-08-06,2232.800049,2251.949951,2211.449951,2214.899902,1988.560181,2885467
2019-08-07,2230.000000,2238.500000,2207.250000,2213.449951,1987.259277,2165362
2019-08-08,2228.899902,2281.000000,2218.899902,2258.100098,2027.346558,2073298
2019-08-09,2260.000000,2267.899902,2241.350098,2246.250000,2016.707153,1744550
2019-08-13,2245.000000,2246.250000,2194.300049,2199.449951,1974.690186,1647281
2019-08-14,2181.100098,2217.850098,2167.399902,2204.399902,1979.133789,1945002
2019-08-16,2241.399902,2241.399902,2143.250000,2165.100098,1943.850464,3755507
2019-08-19,2180.000000,2186.000000,2157.699951,2163.000000,1941.964844,974884
2019-08-20,2172.000000,2205.000000,2166.500000,2186.750000,1963.287598,1843611
2019-08-21,2184.949951,2202.000000,2182.250000,2186.199951,1962.793701,1214408
2019-08-22,2187.000000,2235.649902,2170.000000,2216.000000,1989.548218,2131601
2019-08-23,2214.949951,2259.899902,2213.899902,2247.699951,2018.009399,2826425
2019-08-26,2247.000000,2282.000000,2225.000000,2276.300049,2043.686646,2345475
2019-08-27,2270.000000,2274.850098,2229.000000,2236.500000,2007.953857,3432106
2019-08-28,2240.000000,2252.149902,2216.000000,2239.250000,2010.422729,1294621
2019-08-29,2222.199951,2248.199951,2222.199951,2233.449951,2005.215576,1670652
2019-08-30,2241.000000,2266.000000,2218.000000,2259.600098,2028.693359,2583625
2019-09-03,2270.000000,2296.199951,2236.949951,2251.600098,2021.510498,2545060
2019-09-04,2265.000000,2270.000000,2233.000000,2245.399902,2015.944458,2228092
2019-09-05,2242.199951,2253.649902,2207.300049,2215.300049,1988.919678,2055943
2019-09-06,2216.000000,2233.500000,2192.600098,2197.500000,1972.939209,1890550
2019-09-09,2200.000000,2202.850098,2179.800049,2182.850098,1959.786133,1703945
2019-09-11,2186.000000,2195.000000,2146.550049,2154.000000,1933.884766,2627440
2019-09-12,2155.000000,2165.000000,2120.350098,2133.600098,1915.568726,2118859
2019-09-13,2135.000000,2157.949951,2115.550049,2141.949951,1923.065430,2291174
2019-09-16,2159.949951,2173.399902,2126.399902,2150.000000,1930.292847,2597948
2019-09-17,2154.949951,2156.550049,2105.600098,2122.649902,1905.737671,2796530
