Date,Open,High,Low,Close,Adj Close,Volume
2020-01-17,534.500000,538.000000,530.599976,532.049988,518.738281,18312609
2020-01-20,533.000000,544.000000,531.000000,534.849976,521.468201,19159996
2020-01-21,532.950012,540.250000,530.200012,531.049988,517.763367,13477994
2020-01-22,531.500000,534.950012,520.750000,522.849976,509.768463,17527408
2020-01-23,521.400024,530.250000,517.049988,527.700012,514.497192,17061293
2020-01-24,529.250000,537.400024,527.000000,533.849976,520.493286,17851868
2020-01-27,538.500000,545.000000,531.500000,537.250000,523.808167,38149166
2020-01-28,538.099976,540.599976,524.450012,528.200012,514.984680,24009224
2020-01-29,531.549988,534.799988,525.299988,526.599976,513.424683,16400827
2020-01-30,527.650024,533.950012,524.150024,532.200012,518.884521,14319317
2020-01-31,530.000000,532.750000,522.400024,525.650024,512.498474,16292578
2020-02-03,504.000000,519.150024,502.000000,515.549988,502.651154,22531888
2020-02-04,520.000000,534.650024,516.650024,530.799988,517.519592,17781475
2020-02-05,529.049988,540.400024,525.700012,539.099976,525.611938,18782476
2020-02-06,540.349976,547.000000,536.250000,541.599976,528.049316,15296851
2020-02-07,540.950012,541.750000,535.150024,536.450012,523.028198,8297149
2020-02-10,538.650024,542.250000,530.500000,533.950012,520.590820,12536053
2020-02-11,537.700012,544.799988,537.500000,539.750000,526.245728,11243552
2020-02-12,545.799988,550.700012,542.700012,549.299988,535.556702,14026335
2020-02-13,549.000000,549.000000,538.000000,541.000000,527.464417,9227235
2020-02-14,541.250000,548.650024,536.549988,545.799988,532.144287,14458649
2020-02-17,543.000000,545.349976,537.750000,541.599976,528.049316,7793293
2020-02-18,541.000000,544.400024,536.000000,541.200012,527.659424,15918303
2020-02-19,543.500000,546.500000,540.500000,544.799988,531.169312,8704234
2020-02-20,545.500000,549.349976,541.799988,547.000000,533.314331,13588526
2020-02-24,539.500000,541.849976,527.549988,529.849976,516.593323,16940750
2020-02-25,532.450012,538.799988,525.299988,530.950012,517.665833,14942960
2020-02-26,526.849976,529.349976,522.200012,523.700012,510.597229,15743918
2020-02-27,522.799988,523.299988,512.650024,515.349976,502.456116,26315054
2020-02-28,501.600006,506.850006,492.200012,497.250000,484.808990,32737933
2020-03-02,508.250000,520.549988,498.450012,506.100006,493.437592,28642076
2020-03-03,509.850006,519.500000,508.500000,514.750000,501.871155,19661945
2020-03-04,517.500000,517.500000,497.049988,508.350006,495.631287,21883404
2020-03-05,509.750000,511.149994,500.000000,504.500000,491.877594,16671516
2020-03-06,485.000000,496.799988,477.299988,486.350006,474.181732,31024353
2020-03-09,475.000000,475.000000,442.950012,457.750000,446.297272,42027175
2020-03-11,450.000000,471.750000,449.600006,465.649994,453.999634,31018779
2020-03-12,438.000000,445.950012,416.000000,425.649994,415.000397,50757033
2020-03-13,401.000000,464.750000,395.200012,447.200012,436.011261,67104335
2020-03-16,424.200012,424.200012,397.450012,402.899994,392.819580,34833637
2020-03-17,407.000000,408.450012,364.000000,367.250000,358.061584,47232699
2020-03-18,369.100006,375.500000,342.299988,355.049988,346.166779,61202289
2020-03-19,336.100006,369.600006,323.000000,338.549988,330.079590,57985870
2020-03-20,328.000000,359.799988,323.000000,345.700012,337.050720,88640642
2020-03-23,311.149994,313.700012,280.000000,284.000000,276.894470,56867949
2020-03-24,295.299988,305.000000,268.299988,296.500000,289.081696,67895418
2020-03-25,284.000000,334.149994,281.600006,316.899994,308.971283,66544138
2020-03-26,322.000000,364.399994,314.250000,330.250000,321.987244,76173940
2020-03-27,355.799988,359.549988,326.000000,339.850006,331.347107,72889985
2020-03-30,330.100006,333.899994,311.100006,313.399994,305.558838,36559880
2020-03-31,324.700012,334.850006,316.000000,323.750000,315.649902,46279768
2020-04-01,319.000000,323.750000,308.100006,311.149994,303.365143,33141186
2020-04-03,309.500000,309.500000,281.500000,286.649994,279.478119,57326314
2020-04-07,308.299988,329.600006,296.850006,326.100006,317.941101,57661076
2020-04-08,322.850006,352.750000,315.100006,318.950012,310.970032,73931321
2020-04-09,332.399994,345.000000,322.649994,342.700012,334.125824,52431174
2020-04-13,341.049988,345.799988,329.250000,330.649994,322.377228,30994190
2020-04-15,342.700012,351.899994,325.000000,327.350006,319.159821,49132329
2020-04-16,325.299988,347.799988,319.350006,342.000000,333.443298,56494027
2020-04-17,362.000000,385.500000,349.049988,375.549988,366.153870,69006835
2020-04-20,376.000000,378.899994,357.000000,361.299988,352.260406,55810736
2020-04-21,341.000000,346.200012,328.000000,331.850006,323.547272,50118175
2020-04-22,326.000000,338.000000,323.049988,335.950012,327.544678,49115085
2020-04-23,340.250000,354.799988,338.000000,352.950012,344.119354,45953398
2020-04-24,337.899994,343.250000,331.500000,334.850006,326.472198,38513206
2020-04-27,339.299988,352.899994,338.000000,347.899994,339.195709,38980019
2020-04-28,353.750000,362.850006,350.250000,359.850006,350.846741,32933194
2020-04-29,353.000000,376.500000,351.649994,370.450012,361.181488,39341745
2020-04-30,382.000000,392.950012,374.149994,380.149994,370.638794,45734705
2020-05-04,359.000000,359.000000,336.000000,338.049988,329.592102,38837299
2020-05-05,348.000000,348.000000,329.549988,330.850006,322.572266,45069968
2020-05-06,331.500000,345.549988,325.250000,341.399994,332.858307,49952812
2020-05-07,337.000000,342.899994,333.700012,336.750000,328.324646,27656346
2020-05-08,344.000000,352.500000,333.700012,337.700012,329.250854,42968091
2020-05-11,341.000000,343.549988,318.200012,320.149994,312.139984,83665601
2020-05-12,318.299988,324.399994,308.000000,321.200012,313.163727,69072308
2020-05-13,343.500000,348.399994,332.299988,338.049988,329.592102,72816461
2020-05-14,330.000000,334.500000,325.649994,327.399994,319.208588,33999095
2020-05-15,329.299988,330.549988,318.799988,322.700012,314.626221,31828868
2020-05-18,320.000000,320.500000,293.250000,298.500000,291.031677,74034133
2020-05-19,307.049988,311.500000,297.100006,300.299988,292.786621,61827491
2020-05-20,299.000000,308.250000,297.500000,305.649994,298.002747,42238419
2020-05-21,306.000000,312.799988,302.000000,304.399994,296.784027,43075357
2020-05-22,301.000000,307.700012,285.549988,291.049988,283.768066,80358245
2020-05-26,296.049988,297.899994,290.000000,292.700012,285.376770,46681705
2020-05-27,296.100006,321.950012,294.850006,318.850006,310.872498,80541990
2020-05-28,322.250000,329.750000,320.750000,326.850006,318.672333,66136408
2020-05-29,322.899994,334.299988,320.000000,331.950012,323.644775,60487477
2020-06-01,339.000000,348.000000,336.200012,339.250000,330.762085,44024770
2020-06-02,337.000000,350.000000,332.500000,348.399994,339.683167,47558213
2020-06-03,357.899994,373.000000,353.799988,356.850006,347.921783,69689299
2020-06-04,357.000000,363.000000,345.500000,347.850006,339.146912,57061575
2020-06-05,350.000000,360.000000,347.000000,357.200012,348.263031,37251097
2020-06-08,366.549988,373.750000,353.149994,359.799988,350.797943,46827341
2020-06-09,360.049988,369.350006,345.250000,348.549988,339.829407,47621969
2020-06-10,348.549988,356.850006,345.299988,353.000000,344.168091,36292403
2020-06-11,352.450012,354.200012,340.100006,341.250000,332.712067,36999490
2020-06-12,324.200012,346.149994,324.100006,344.200012,335.588287,47509067
2020-06-15,341.200012,342.250000,325.500000,331.100006,322.816040,43500660
2020-06-16,342.250000,347.899994,326.049988,342.950012,334.369537,57511237
2020-06-17,338.600006,351.000000,336.100006,341.950012,333.394531,37107002
2020-06-18,340.000000,354.700012,337.200012,352.000000,343.193115,39285919
2020-06-19,351.000000,365.450012,349.200012,363.799988,354.697845,51367236
2020-06-22,367.000000,375.250000,365.149994,367.549988,358.354004,40133602
2020-06-23,369.000000,378.299988,364.200012,376.149994,366.738861,32493320
2020-06-24,380.000000,380.000000,345.000000,348.100006,339.390686,57955780
2020-06-25,345.899994,355.600006,338.500000,351.000000,342.218140,69902888
2020-06-26,355.600006,358.500000,346.100006,349.100006,340.365662,34596104
2020-06-29,345.250000,345.600006,338.500000,343.100006,334.515778,27384244
2020-06-30,347.000000,354.450012,346.299988,351.450012,342.656891,47526095
2020-07-01,354.250000,365.750000,351.600006,364.049988,354.941559,36922617
2020-07-02,366.000000,370.899994,361.350006,362.850006,353.771637,50964311
2020-07-03,364.649994,367.149994,359.799988,361.000000,351.967926,28779044
2020-07-06,367.850006,367.850006,360.500000,361.850006,352.796631,33334074
2020-07-07,363.000000,378.000000,362.100006,376.049988,366.641388,46030825
2020-07-08,377.899994,379.000000,367.549988,368.950012,359.719025,46315597
2020-07-09,373.450012,376.000000,365.299988,370.350006,361.084045,35144463
2020-07-10,364.899994,368.200012,359.000000,360.350006,351.334167,27864858
2020-07-13,364.100006,367.000000,352.500000,353.600006,344.753082,32379935
2020-07-14,351.500000,352.450012,340.600006,345.549988,336.904480,34031256
2020-07-15,349.500000,356.799988,343.750000,345.799988,337.148193,30442553
2020-07-16,347.950012,348.600006,341.000000,344.649994,336.027008,35535437
2020-07-17,346.000000,356.000000,345.450012,353.799988,344.948029,27511781
2020-07-20,358.000000,366.350006,355.250000,363.000000,353.917877,36312529
2020-07-21,371.000000,379.899994,370.049988,378.799988,369.322540,45559912
2020-07-22,386.899994,389.500000,375.299988,381.100006,371.565063,45500191
2020-07-23,382.549988,395.649994,378.850006,392.250000,382.436066,37838027
2020-07-24,388.299988,388.700012,372.149994,381.799988,372.247498,52980980
2020-07-27,385.000000,385.799988,356.600006,358.500000,349.530487,73275058
2020-07-28,361.100006,362.750000,343.200012,352.100006,343.290588,125939354
2020-07-29,353.200012,357.649994,348.200012,351.049988,342.266876,50194622
2020-07-30,353.399994,354.600006,340.399994,344.950012,336.319489,40820253
2020-07-31,346.450012,353.000000,342.049988,346.799988,338.123199,37345191
2020-08-03,346.799988,349.350006,340.500000,343.250000,334.662018,32119883
2020-08-04,347.000000,353.200012,344.200012,351.000000,342.218140,30811518
2020-08-05,353.399994,360.000000,350.750000,352.200012,343.388092,37057881
2020-08-06,353.450012,363.750000,348.600006,358.750000,349.774200,48021824
2020-08-07,359.450012,359.649994,353.149994,357.950012,348.994232,28510964
2020-08-10,359.500000,364.950012,357.350006,363.549988,354.454132,22856010
2020-08-11,370.000000,374.299988,364.049988,367.350006,358.159058,45446107
2020-08-12,365.750000,368.750000,363.750000,366.850006,357.671600,25706005
2020-08-13,368.950012,372.350006,366.250000,368.049988,358.841522,26257336
2020-08-14,371.799988,371.799988,354.200012,361.399994,352.357880,28893259
2020-08-17,366.000000,366.350006,354.350006,360.200012,351.187958,24232497
2020-08-18,361.899994,370.000000,361.600006,369.549988,360.304016,26517363
2020-08-19,374.000000,375.850006,370.399994,374.450012,365.081421,35790233
2020-08-20,367.000000,369.649994,362.600006,367.750000,358.549042,68444775
2020-08-21,370.000000,373.000000,367.049988,371.149994,361.863983,34109928
2020-08-24,374.850006,381.200012,373.850006,380.350006,370.833801,32907235
2020-08-25,382.500000,389.799988,381.399994,386.350006,376.683685,53072303
2020-08-26,388.200012,391.649994,384.200012,389.350006,379.608643,37163882
2020-08-27,389.950012,397.450012,387.600006,392.200012,382.387299,36910405
2020-08-28,393.899994,411.899994,392.899994,409.700012,399.449493,83472297
2020-08-31,414.850006,422.000000,387.500000,394.600006,384.727264,72744175
2020-09-01,394.700012,399.649994,385.299988,390.950012,381.168610,34872793
2020-09-02,387.250000,394.000000,381.100006,392.399994,382.582275,31295799
2020-09-03,392.399994,392.549988,381.049988,382.750000,373.173737,26135555
2020-09-04,375.000000,379.950012,368.350006,372.549988,363.228943,33118984
2020-09-07,374.100006,376.850006,369.000000,373.399994,364.057678,22323904
2020-09-08,372.399994,381.299988,369.149994,375.700012,366.300140,32052920
2020-09-09,370.799988,372.399994,361.899994,367.600006,358.402802,25285238
2020-09-10,371.700012,375.000000,365.450012,370.700012,361.425232,24852274
2020-09-11,373.000000,373.649994,365.100006,370.500000,361.230225,22678353
2020-09-14,373.500000,373.850006,359.350006,363.700012,354.600372,27140598
2020-09-15,364.049988,372.250000,363.700012,371.549988,362.253937,24967618
2020-09-16,371.350006,376.700012,365.000000,374.700012,365.325195,22068622
2020-09-17,370.000000,371.750000,367.399994,369.000000,359.767761,24084936
2020-09-18,370.000000,374.649994,364.549988,369.549988,360.304016,78166508
2020-09-21,366.649994,367.399994,348.500000,350.700012,341.925629,28932482
2020-09-22,354.000000,356.149994,349.500000,354.399994,345.533020,28593292
2020-09-23,356.600006,357.100006,342.450012,351.850006,343.046844,22740143
2020-09-24,344.950012,346.950012,333.750000,335.700012,327.300934,25840472
2020-09-25,339.049988,350.500000,336.600006,348.649994,339.926941,23231600
2020-09-28,351.500000,363.950012,349.100006,363.000000,353.917877,18495592
2020-09-29,363.750000,363.750000,354.250000,357.049988,348.116730,17080848
2020-09-30,356.950012,357.500000,349.350006,354.750000,345.874298,19565058
2020-10-01,358.250000,371.200012,358.250000,369.200012,359.962799,23237122
2020-10-05,370.750000,382.649994,370.750000,373.100006,363.765198,26530105
2020-10-06,377.100006,381.799988,375.100006,380.600006,371.077545,18093629
2020-10-07,379.299988,384.350006,374.100006,382.649994,373.076263,21845743
2020-10-08,385.000000,389.700012,382.649994,387.500000,377.804932,21085500
2020-10-09,390.700012,403.500000,386.899994,401.500000,391.454620,41641237
2020-10-12,403.450012,410.000000,400.700012,404.049988,393.940826,25742564
2020-10-13,401.000000,401.000000,393.500000,396.250000,386.335999,19922778
2020-10-14,394.350006,409.250000,389.000000,406.799988,396.622009,23368177
2020-10-15,406.899994,409.899994,389.149994,391.000000,381.217346,34234586
2020-10-16,394.000000,401.299988,390.500000,396.100006,386.189728,25339096
2020-10-19,402.049988,418.750000,401.149994,417.100006,406.664337,41072871
2020-10-20,413.500000,416.899994,411.000000,414.600006,404.226868,26158669
2020-10-21,416.000000,428.500000,410.299988,420.299988,409.784241,43124966
2020-10-22,416.399994,419.649994,407.649994,412.899994,402.569397,33088074
2020-10-23,417.000000,420.500000,411.750000,416.950012,406.518097,22151463
2020-10-26,418.049988,419.149994,401.450012,404.450012,394.330811,21712057
2020-10-27,406.350006,412.399994,393.250000,409.950012,399.693207,33571163
2020-10-28,409.899994,409.899994,394.799988,396.049988,386.140961,28145103
2020-10-29,392.250000,402.899994,389.649994,399.899994,389.894653,32615425
2020-10-30,399.399994,402.700012,388.049988,392.600006,382.777283,27225165
2020-11-02,417.000000,422.799988,407.000000,417.450012,407.005585,72698777
2020-11-03,425.000000,446.899994,424.200012,443.850006,432.745056,61813071
2020-11-04,437.299988,442.000000,425.299988,437.049988,426.115173,43426662
2020-11-05,445.000000,446.250000,435.600006,438.500000,427.528900,30129938
2020-11-06,439.850006,444.899994,436.200012,442.799988,431.721283,27831424
2020-11-09,450.000000,464.600006,449.000000,462.700012,451.123413,40995422
2020-11-10,485.799988,487.049988,473.000000,483.850006,471.744293,57535138
2020-11-11,484.750000,490.549988,472.100006,486.549988,474.376709,45609279
2020-11-12,481.600006,483.549988,471.350006,476.700012,464.773163,31071572
2020-11-13,472.700012,487.100006,467.549988,485.549988,473.401703,34815091
2020-11-14,489.850006,489.850006,484.649994,486.899994,474.717957,3636073
2020-11-17,490.500000,493.000000,478.149994,486.399994,474.230438,36127378
2020-11-18,488.000000,499.000000,486.250000,497.649994,485.199005,29156543
2020-11-19,490.000000,493.350006,475.799988,478.750000,466.771851,31896908
2020-11-20,479.500000,483.450012,468.100006,480.200012,468.185608,30089190
2020-11-23,481.799988,483.350006,466.500000,468.250000,456.534576,29513544
2020-11-24,474.000000,480.000000,471.200012,478.200012,466.235687,23135994
2020-11-25,485.000000,489.950012,471.100006,472.700012,460.873230,34168305
2020-11-26,475.100006,477.200012,465.799988,475.299988,463.408203,28707911
2020-11-27,476.399994,479.549988,471.299988,473.350006,461.506989,48390771
2020-12-01,479.700012,488.500000,474.299988,485.100006,472.963013,20120049
2020-12-02,486.350006,487.000000,472.200012,480.450012,468.429321,21244707
2020-12-03,482.100006,485.000000,478.850006,481.850006,469.794312,22701738
2020-12-04,483.700012,504.000000,483.000000,502.049988,489.488892,39547014
2020-12-07,505.000000,515.599976,504.149994,510.450012,497.678772,37778332
2020-12-08,511.500000,512.000000,505.399994,508.399994,495.680023,19339943
2020-12-09,510.000000,515.000000,506.049988,511.500000,498.702454,21272782
2020-12-10,508.100006,514.400024,498.750000,506.950012,494.266357,20419020
2020-12-11,509.250000,516.900024,506.100006,515.450012,502.553650,25335765
2020-12-14,518.099976,527.799988,518.099976,525.799988,512.644714,26369591
2020-12-15,524.000000,524.250000,513.099976,518.049988,505.088531,26969145
2020-12-16,520.049988,521.700012,511.100006,512.450012,499.628723,24263586
2020-12-17,514.000000,516.500000,509.100006,510.399994,497.629974,23883288
2020-12-18,514.000000,518.250000,509.149994,517.150024,504.211121,21735833
2020-12-21,514.599976,514.700012,488.200012,494.500000,482.127777,29157759
2020-12-22,497.299988,501.799988,489.100006,500.299988,487.782715,32328041
2020-12-23,499.000000,505.500000,496.549988,503.600006,491.000153,19205951
2020-12-24,506.750000,515.950012,505.100006,513.549988,500.701202,17576807
2020-12-28,515.900024,521.200012,513.599976,520.099976,507.087280,14470472
2020-12-29,522.549988,530.799988,517.849976,528.799988,515.569580,19092649
2020-12-30,531.650024,533.000000,524.549988,528.750000,515.520935,21365141
2020-12-31,530.099976,538.500000,526.500000,535.049988,521.663208,27817770
2021-01-01,535.549988,537.000000,526.099976,527.500000,514.302185,13592625
2021-01-04,532.299988,535.000000,524.299988,531.700012,518.397095,16549750
2021-01-05,526.650024,539.950012,523.000000,537.250000,523.808167,23311516
2021-01-06,538.750000,550.599976,535.849976,546.700012,533.021729,28178838
2021-01-07,552.150024,554.400024,539.750000,541.099976,527.561890,21138034
2021-01-08,547.000000,547.099976,536.349976,542.049988,528.488098,21937965
2021-01-11,545.150024,546.000000,535.000000,544.700012,531.071838,19394393
2021-01-12,541.000000,550.650024,537.099976,548.000000,534.289246,16388310
2021-01-13,551.500000,561.000000,548.250000,556.500000,542.576599,21920297
2021-01-14,554.049988,558.450012,550.599976,553.299988,539.456665,13330898
2021-01-15,550.000000,551.000000,541.500000,543.000000,529.414368,15708956
2021-01-18,544.500000,548.400024,528.900024,533.150024,519.810852,21580313
2021-01-19,539.000000,547.750000,533.900024,546.450012,532.778015,20575358
2021-01-20,546.450012,554.599976,546.000000,551.000000,537.214233,16097138
2021-01-21,555.000000,561.000000,549.700012,552.700012,538.871643,18189277
2021-01-22,553.099976,553.500000,530.599976,533.799988,520.444519,24515997
2021-01-25,536.549988,542.299988,531.200012,538.049988,524.588196,23415249
2021-01-27,537.799988,539.200012,519.099976,522.349976,509.280975,28049286
